"","origin","dest","dest_city_name","year","international_service","seats","service","service_ends","service_resumes","new_service","consecutive_streak","last_served","last_streak","years_since","previously_began","service_level"
"1","JFK","ABV","Abuja, Nigeria",2010,1,8384,1,1,NA,1,1,NA,NA,NA,NA,"Service Established, then Terminated"
"2","JFK","ACC","Accra, Ghana",2006,1,2503,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"3","JFK","ACC","Accra, Ghana",2007,1,44166,1,0,0,0,2,NA,NA,NA,NA,"Service"
"4","JFK","ACC","Accra, Ghana",2008,1,57522,1,0,0,0,3,NA,NA,NA,NA,"Service"
"5","JFK","ACC","Accra, Ghana",2009,1,56989,1,0,0,0,4,NA,NA,NA,NA,"Service"
"6","JFK","ACC","Accra, Ghana",2010,1,50645,1,0,0,0,5,NA,NA,NA,NA,"Service"
"7","JFK","ACC","Accra, Ghana",2011,1,42098,1,0,0,0,6,NA,NA,NA,NA,"Service"
"8","JFK","ACC","Accra, Ghana",2012,1,45260,1,0,0,0,7,NA,NA,NA,NA,"Service"
"9","JFK","ACC","Accra, Ghana",2013,1,67507,1,0,0,0,8,NA,NA,NA,NA,"Service"
"10","JFK","ACC","Accra, Ghana",2014,1,64596,1,0,0,0,9,NA,NA,NA,NA,"Service"
"11","JFK","ACC","Accra, Ghana",2015,1,44761,1,0,0,0,10,NA,NA,NA,NA,"Service"
"12","JFK","ACC","Accra, Ghana",2016,1,44421,1,0,0,0,11,NA,NA,NA,NA,"Service"
"13","JFK","ACC","Accra, Ghana",2017,1,40009,1,0,0,0,12,NA,NA,NA,NA,"Service"
"14","JFK","ACC","Accra, Ghana",2018,1,47612,1,0,0,0,13,NA,NA,NA,NA,"Service"
"15","JFK","ACC","Accra, Ghana",2019,1,49001,1,0,0,0,14,NA,NA,NA,NA,"Service"
"16","JFK","ACC","Accra, Ghana",2020,1,33147,1,0,0,0,15,NA,NA,NA,NA,"Service"
"17","JFK","ACC","Accra, Ghana",2021,1,82791,1,0,0,0,16,NA,NA,NA,NA,"Service"
"18","JFK","ACC","Accra, Ghana",2022,1,79072,1,0,0,0,17,NA,NA,NA,NA,"Service"
"19","JFK","ACC","Accra, Ghana",2023,1,64997,1,NA,0,0,18,NA,NA,NA,NA,"Service"
"20","JFK","AGP","Malaga, Spain",2008,1,20274,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"21","JFK","AGP","Malaga, Spain",2009,1,26068,1,0,0,0,2,NA,NA,NA,NA,"Service"
"22","JFK","AGP","Malaga, Spain",2010,1,17055,1,0,0,0,3,NA,NA,NA,NA,"Service"
"23","JFK","AGP","Malaga, Spain",2011,1,12175,1,0,0,0,4,NA,NA,NA,NA,"Service"
"24","JFK","AGP","Malaga, Spain",2012,1,12579,1,0,0,0,5,NA,NA,NA,NA,"Service"
"25","JFK","AGP","Malaga, Spain",2013,1,9192,1,0,0,0,6,NA,NA,NA,NA,"Service"
"26","JFK","AGP","Malaga, Spain",2014,1,10173,1,0,0,0,7,NA,NA,NA,NA,"Service"
"27","JFK","AGP","Malaga, Spain",2015,1,15748,1,0,0,0,8,NA,NA,NA,NA,"Service"
"28","JFK","AGP","Malaga, Spain",2016,1,19197,1,0,0,0,9,NA,NA,NA,NA,"Service"
"29","JFK","AGP","Malaga, Spain",2017,1,25562,1,0,0,0,10,NA,NA,NA,NA,"Service"
"30","JFK","AGP","Malaga, Spain",2018,1,18553,1,0,0,0,11,NA,NA,NA,NA,"Service"
"31","JFK","AGP","Malaga, Spain",2019,1,15230,1,1,0,0,12,NA,NA,NA,NA,"Service Terminated"
"32","JFK","AMM","Amman, Jordan",2008,1,24510,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"33","JFK","AMM","Amman, Jordan",2009,1,41065,1,0,0,0,2,NA,NA,NA,NA,"Service"
"34","JFK","AMM","Amman, Jordan",2010,1,45362,1,0,0,0,3,NA,NA,NA,NA,"Service"
"35","JFK","AMM","Amman, Jordan",2011,1,16541,1,1,0,0,4,NA,NA,NA,NA,"Service Terminated"
"36","JFK","AMS","Amsterdam, Netherlands",1991,1,5780,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"37","JFK","AMS","Amsterdam, Netherlands",1992,1,48098,1,0,0,0,2,NA,NA,NA,NA,"Service"
"38","JFK","AMS","Amsterdam, Netherlands",1993,1,60036,1,0,0,0,3,NA,NA,NA,NA,"Service"
"39","JFK","AMS","Amsterdam, Netherlands",1994,1,71731,1,0,0,0,4,NA,NA,NA,NA,"Service"
"40","JFK","AMS","Amsterdam, Netherlands",1995,1,67538,1,0,0,0,5,NA,NA,NA,NA,"Service"
"41","JFK","AMS","Amsterdam, Netherlands",1996,1,79495,1,0,0,0,6,NA,NA,NA,NA,"Service"
"42","JFK","AMS","Amsterdam, Netherlands",1997,1,76753,1,0,0,0,7,NA,NA,NA,NA,"Service"
"43","JFK","AMS","Amsterdam, Netherlands",1998,1,68666,1,0,0,0,8,NA,NA,NA,NA,"Service"
"44","JFK","AMS","Amsterdam, Netherlands",1999,1,62758,1,0,0,0,9,NA,NA,NA,NA,"Service"
"45","JFK","AMS","Amsterdam, Netherlands",2000,1,70150,1,0,0,0,10,NA,NA,NA,NA,"Service"
"46","JFK","AMS","Amsterdam, Netherlands",2001,1,69005,1,0,0,0,11,NA,NA,NA,NA,"Service"
"47","JFK","AMS","Amsterdam, Netherlands",2002,1,70180,1,0,0,0,12,NA,NA,NA,NA,"Service"
"48","JFK","AMS","Amsterdam, Netherlands",2003,1,67033,1,0,0,0,13,NA,NA,NA,NA,"Service"
"49","JFK","AMS","Amsterdam, Netherlands",2004,1,69766,1,0,0,0,14,NA,NA,NA,NA,"Service"
"50","JFK","AMS","Amsterdam, Netherlands",2005,1,73627,1,0,0,0,15,NA,NA,NA,NA,"Service"
"51","JFK","AMS","Amsterdam, Netherlands",2006,1,74628,1,0,0,0,16,NA,NA,NA,NA,"Service"
"52","JFK","AMS","Amsterdam, Netherlands",2007,1,74118,1,0,0,0,17,NA,NA,NA,NA,"Service"
"53","JFK","AMS","Amsterdam, Netherlands",2008,1,71795,1,0,0,0,18,NA,NA,NA,NA,"Service"
"54","JFK","AMS","Amsterdam, Netherlands",2009,1,23788,1,0,0,0,19,NA,NA,NA,NA,"Service"
"55","JFK","AMS","Amsterdam, Netherlands",2010,1,60776,1,0,0,0,20,NA,NA,NA,NA,"Service"
"56","JFK","AMS","Amsterdam, Netherlands",2011,1,74809,1,0,0,0,21,NA,NA,NA,NA,"Service"
"57","JFK","AMS","Amsterdam, Netherlands",2012,1,85247,1,0,0,0,22,NA,NA,NA,NA,"Service"
"58","JFK","AMS","Amsterdam, Netherlands",2013,1,112298,1,0,0,0,23,NA,NA,NA,NA,"Service"
"59","JFK","AMS","Amsterdam, Netherlands",2014,1,89148,1,0,0,0,24,NA,NA,NA,NA,"Service"
"60","JFK","AMS","Amsterdam, Netherlands",2015,1,131056,1,0,0,0,25,NA,NA,NA,NA,"Service"
"61","JFK","AMS","Amsterdam, Netherlands",2016,1,153452,1,0,0,0,26,NA,NA,NA,NA,"Service"
"62","JFK","AMS","Amsterdam, Netherlands",2017,1,158611,1,0,0,0,27,NA,NA,NA,NA,"Service"
"63","JFK","AMS","Amsterdam, Netherlands",2018,1,168164,1,0,0,0,28,NA,NA,NA,NA,"Service"
"64","JFK","AMS","Amsterdam, Netherlands",2019,1,180584,1,0,0,0,29,NA,NA,NA,NA,"Service"
"65","JFK","AMS","Amsterdam, Netherlands",2020,1,91342,1,0,0,0,30,NA,NA,NA,NA,"Service"
"66","JFK","AMS","Amsterdam, Netherlands",2021,1,90307,1,0,0,0,31,NA,NA,NA,NA,"Service"
"67","JFK","AMS","Amsterdam, Netherlands",2022,1,167942,1,0,0,0,32,NA,NA,NA,NA,"Service"
"68","JFK","AMS","Amsterdam, Netherlands",2023,1,169052,1,NA,0,0,33,NA,NA,NA,NA,"Service"
"69","JFK","ANU","St. Johns, Antigua and Barbuda",2009,1,6400,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"70","JFK","ANU","St. Johns, Antigua and Barbuda",2010,1,12317,1,0,0,0,2,NA,NA,NA,NA,"Service"
"71","JFK","ANU","St. Johns, Antigua and Barbuda",2011,1,3840,1,1,0,0,3,NA,NA,NA,NA,"Service Terminated"
"72","JFK","ARN","Stockholm, Sweden",1991,1,6508,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"73","JFK","ARN","Stockholm, Sweden",1992,1,43588,1,0,0,0,2,NA,NA,NA,NA,"Service"
"74","JFK","ARN","Stockholm, Sweden",1993,1,49828,1,0,0,0,3,NA,NA,NA,NA,"Service"
"75","JFK","ARN","Stockholm, Sweden",1994,1,32445,1,1,0,0,4,NA,NA,NA,NA,"Service Terminated"
"76","JFK","ARN","Stockholm, Sweden",1998,1,59465,1,0,1,0,1,1994,4,4,1991,"Service Resumed"
"77","JFK","ARN","Stockholm, Sweden",1999,1,61258,1,0,0,0,2,NA,NA,NA,NA,"Service"
"78","JFK","ARN","Stockholm, Sweden",2000,1,69365,1,0,0,0,3,NA,NA,NA,NA,"Service"
"79","JFK","ARN","Stockholm, Sweden",2001,1,49755,1,1,0,0,4,NA,NA,NA,NA,"Service Terminated"
"80","JFK","ARN","Stockholm, Sweden",2010,1,31062,1,0,1,0,1,2001,4,9,1998,"Service Resumed"
"81","JFK","ARN","Stockholm, Sweden",2011,1,34851,1,0,0,0,2,NA,NA,NA,NA,"Service"
"82","JFK","ARN","Stockholm, Sweden",2012,1,17347,1,0,0,0,3,NA,NA,NA,NA,"Service"
"83","JFK","ARN","Stockholm, Sweden",2013,1,10852,1,0,0,0,4,NA,NA,NA,NA,"Service"
"84","JFK","ARN","Stockholm, Sweden",2014,1,11185,1,0,0,0,5,NA,NA,NA,NA,"Service"
"85","JFK","ARN","Stockholm, Sweden",2015,1,10328,1,0,0,0,6,NA,NA,NA,NA,"Service"
"86","JFK","ARN","Stockholm, Sweden",2016,1,9673,1,0,0,0,7,NA,NA,NA,NA,"Service"
"87","JFK","ARN","Stockholm, Sweden",2017,1,8529,1,1,0,0,8,NA,NA,NA,NA,"Service Terminated"
"88","JFK","ARN","Stockholm, Sweden",2022,1,41370,1,0,1,0,1,2017,8,5,2010,"Service Resumed"
"89","JFK","ARN","Stockholm, Sweden",2023,1,44445,1,NA,0,0,2,NA,NA,NA,NA,"Service"
"90","JFK","ATH","Athens, Greece",1993,1,18530,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"91","JFK","ATH","Athens, Greece",1994,1,41605,1,0,0,0,2,NA,NA,NA,NA,"Service"
"92","JFK","ATH","Athens, Greece",1995,1,45126,1,0,0,0,3,NA,NA,NA,NA,"Service"
"93","JFK","ATH","Athens, Greece",1996,1,45780,1,0,0,0,4,NA,NA,NA,NA,"Service"
"94","JFK","ATH","Athens, Greece",1997,1,57150,1,0,0,0,5,NA,NA,NA,NA,"Service"
"95","JFK","ATH","Athens, Greece",1998,1,71251,1,0,0,0,6,NA,NA,NA,NA,"Service"
"96","JFK","ATH","Athens, Greece",1999,1,59643,1,0,0,0,7,NA,NA,NA,NA,"Service"
"97","JFK","ATH","Athens, Greece",2000,1,65865,1,0,0,0,8,NA,NA,NA,NA,"Service"
"98","JFK","ATH","Athens, Greece",2001,1,62965,1,0,0,0,9,NA,NA,NA,NA,"Service"
"99","JFK","ATH","Athens, Greece",2002,1,53260,1,0,0,0,10,NA,NA,NA,NA,"Service"
"100","JFK","ATH","Athens, Greece",2003,1,45632,1,0,0,0,11,NA,NA,NA,NA,"Service"
"101","JFK","ATH","Athens, Greece",2004,1,70634,1,0,0,0,12,NA,NA,NA,NA,"Service"
"102","JFK","ATH","Athens, Greece",2005,1,62861,1,0,0,0,13,NA,NA,NA,NA,"Service"
"103","JFK","ATH","Athens, Greece",2006,1,66949,1,0,0,0,14,NA,NA,NA,NA,"Service"
"104","JFK","ATH","Athens, Greece",2007,1,66267,1,0,0,0,15,NA,NA,NA,NA,"Service"
"105","JFK","ATH","Athens, Greece",2008,1,63283,1,0,0,0,16,NA,NA,NA,NA,"Service"
"106","JFK","ATH","Athens, Greece",2009,1,65891,1,0,0,0,17,NA,NA,NA,NA,"Service"
"107","JFK","ATH","Athens, Greece",2010,1,83971,1,0,0,0,18,NA,NA,NA,NA,"Service"
"108","JFK","ATH","Athens, Greece",2011,1,87141,1,0,0,0,19,NA,NA,NA,NA,"Service"
"109","JFK","ATH","Athens, Greece",2012,1,75453,1,0,0,0,20,NA,NA,NA,NA,"Service"
"110","JFK","ATH","Athens, Greece",2013,1,39842,1,0,0,0,21,NA,NA,NA,NA,"Service"
"111","JFK","ATH","Athens, Greece",2014,1,47005,1,0,0,0,22,NA,NA,NA,NA,"Service"
"112","JFK","ATH","Athens, Greece",2015,1,69590,1,0,0,0,23,NA,NA,NA,NA,"Service"
"113","JFK","ATH","Athens, Greece",2016,1,82951,1,0,0,0,24,NA,NA,NA,NA,"Service"
"114","JFK","ATH","Athens, Greece",2017,1,81061,1,0,0,0,25,NA,NA,NA,NA,"Service"
"115","JFK","ATH","Athens, Greece",2018,1,83206,1,0,0,0,26,NA,NA,NA,NA,"Service"
"116","JFK","ATH","Athens, Greece",2019,1,92168,1,1,0,0,27,NA,NA,NA,NA,"Service Terminated"
"117","JFK","ATH","Athens, Greece",2021,1,70745,1,0,1,0,1,2019,27,2,1993,"Service Resumed"
"118","JFK","ATH","Athens, Greece",2022,1,97430,1,0,0,0,2,NA,NA,NA,NA,"Service"
"119","JFK","ATH","Athens, Greece",2023,1,94956,1,NA,0,0,3,NA,NA,NA,NA,"Service"
"120","JFK","AUA","Aruba, Aruba",2000,1,4466,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"121","JFK","AUA","Aruba, Aruba",2001,1,38192,1,1,0,0,2,NA,NA,NA,NA,"Service Terminated"
"122","JFK","AUA","Aruba, Aruba",2008,1,1835,1,0,1,0,1,2001,2,7,2000,"Service Resumed"
"123","JFK","AUA","Aruba, Aruba",2009,1,4966,1,1,0,0,2,NA,NA,NA,NA,"Service Terminated"
"124","JFK","AUA","Aruba, Aruba",2012,1,2720,1,0,1,0,1,2009,2,3,2008,"Service Resumed"
"125","JFK","AUA","Aruba, Aruba",2013,1,53101,1,0,0,0,2,NA,NA,NA,NA,"Service"
"126","JFK","AUA","Aruba, Aruba",2014,1,57421,1,0,0,0,3,NA,NA,NA,NA,"Service"
"127","JFK","AUA","Aruba, Aruba",2015,1,57903,1,0,0,0,4,NA,NA,NA,NA,"Service"
"128","JFK","AUA","Aruba, Aruba",2016,1,55105,1,0,0,0,5,NA,NA,NA,NA,"Service"
"129","JFK","AUA","Aruba, Aruba",2017,1,49625,1,0,0,0,6,NA,NA,NA,NA,"Service"
"130","JFK","AUA","Aruba, Aruba",2018,1,53451,1,0,0,0,7,NA,NA,NA,NA,"Service"
"131","JFK","AUA","Aruba, Aruba",2019,1,64815,1,0,0,0,8,NA,NA,NA,NA,"Service"
"132","JFK","AUA","Aruba, Aruba",2020,1,38675,1,0,0,0,9,NA,NA,NA,NA,"Service"
"133","JFK","AUA","Aruba, Aruba",2021,1,58676,1,0,0,0,10,NA,NA,NA,NA,"Service"
"134","JFK","AUA","Aruba, Aruba",2022,1,58507,1,0,0,0,11,NA,NA,NA,NA,"Service"
"135","JFK","AUA","Aruba, Aruba",2023,1,49942,1,NA,0,0,12,NA,NA,NA,NA,"Service"
"136","JFK","BCN","Barcelona, Spain",1998,1,34110,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"137","JFK","BCN","Barcelona, Spain",1999,1,34565,1,0,0,0,2,NA,NA,NA,NA,"Service"
"138","JFK","BCN","Barcelona, Spain",2000,1,48995,1,0,0,0,3,NA,NA,NA,NA,"Service"
"139","JFK","BCN","Barcelona, Spain",2001,1,34775,1,0,0,0,4,NA,NA,NA,NA,"Service"
"140","JFK","BCN","Barcelona, Spain",2002,1,43930,1,0,0,0,5,NA,NA,NA,NA,"Service"
"141","JFK","BCN","Barcelona, Spain",2003,1,35182,1,0,0,0,6,NA,NA,NA,NA,"Service"
"142","JFK","BCN","Barcelona, Spain",2004,1,56118,1,0,0,0,7,NA,NA,NA,NA,"Service"
"143","JFK","BCN","Barcelona, Spain",2005,1,74202,1,0,0,0,8,NA,NA,NA,NA,"Service"
"144","JFK","BCN","Barcelona, Spain",2006,1,72051,1,0,0,0,9,NA,NA,NA,NA,"Service"
"145","JFK","BCN","Barcelona, Spain",2007,1,70495,1,0,0,0,10,NA,NA,NA,NA,"Service"
"146","JFK","BCN","Barcelona, Spain",2008,1,74018,1,0,0,0,11,NA,NA,NA,NA,"Service"
"147","JFK","BCN","Barcelona, Spain",2009,1,79055,1,0,0,0,12,NA,NA,NA,NA,"Service"
"148","JFK","BCN","Barcelona, Spain",2010,1,79080,1,0,0,0,13,NA,NA,NA,NA,"Service"
"149","JFK","BCN","Barcelona, Spain",2011,1,88397,1,0,0,0,14,NA,NA,NA,NA,"Service"
"150","JFK","BCN","Barcelona, Spain",2012,1,82447,1,0,0,0,15,NA,NA,NA,NA,"Service"
"151","JFK","BCN","Barcelona, Spain",2013,1,84618,1,0,0,0,16,NA,NA,NA,NA,"Service"
"152","JFK","BCN","Barcelona, Spain",2014,1,82569,1,0,0,0,17,NA,NA,NA,NA,"Service"
"153","JFK","BCN","Barcelona, Spain",2015,1,85547,1,0,0,0,18,NA,NA,NA,NA,"Service"
"154","JFK","BCN","Barcelona, Spain",2016,1,99140,1,0,0,0,19,NA,NA,NA,NA,"Service"
"155","JFK","BCN","Barcelona, Spain",2017,1,85856,1,0,0,0,20,NA,NA,NA,NA,"Service"
"156","JFK","BCN","Barcelona, Spain",2018,1,85747,1,0,0,0,21,NA,NA,NA,NA,"Service"
"157","JFK","BCN","Barcelona, Spain",2019,1,90766,1,0,0,0,22,NA,NA,NA,NA,"Service"
"158","JFK","BCN","Barcelona, Spain",2020,1,16671,1,0,0,0,23,NA,NA,NA,NA,"Service"
"159","JFK","BCN","Barcelona, Spain",2021,1,27708,1,0,0,0,24,NA,NA,NA,NA,"Service"
"160","JFK","BCN","Barcelona, Spain",2022,1,82467,1,0,0,0,25,NA,NA,NA,NA,"Service"
"161","JFK","BCN","Barcelona, Spain",2023,1,65045,1,NA,0,0,26,NA,NA,NA,NA,"Service"
"162","JFK","BDA","Hamilton, Bermuda",2014,1,30404,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"163","JFK","BDA","Hamilton, Bermuda",2015,1,32449,1,0,0,0,2,NA,NA,NA,NA,"Service"
"164","JFK","BDA","Hamilton, Bermuda",2016,1,44822,1,0,0,0,3,NA,NA,NA,NA,"Service"
"165","JFK","BDA","Hamilton, Bermuda",2017,1,47114,1,0,0,0,4,NA,NA,NA,NA,"Service"
"166","JFK","BDA","Hamilton, Bermuda",2018,1,47503,1,0,0,0,5,NA,NA,NA,NA,"Service"
"167","JFK","BDA","Hamilton, Bermuda",2019,1,45632,1,0,0,0,6,NA,NA,NA,NA,"Service"
"168","JFK","BDA","Hamilton, Bermuda",2020,1,14912,1,0,0,0,7,NA,NA,NA,NA,"Service"
"169","JFK","BDA","Hamilton, Bermuda",2021,1,23485,1,0,0,0,8,NA,NA,NA,NA,"Service"
"170","JFK","BDA","Hamilton, Bermuda",2022,1,23495,1,0,0,0,9,NA,NA,NA,NA,"Service"
"171","JFK","BDA","Hamilton, Bermuda",2023,1,21119,1,NA,0,0,10,NA,NA,NA,NA,"Service"
"172","JFK","BER","Berlin, Germany",2023,1,32632,1,NA,NA,1,1,NA,NA,NA,NA,"Service"
"173","JFK","BOG","Bogota, Colombia",2008,1,2576,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"174","JFK","BOG","Bogota, Colombia",2009,1,35115,1,0,0,0,2,NA,NA,NA,NA,"Service"
"175","JFK","BOG","Bogota, Colombia",2010,1,31568,1,0,0,0,3,NA,NA,NA,NA,"Service"
"176","JFK","BOG","Bogota, Colombia",2011,1,40914,1,0,0,0,4,NA,NA,NA,NA,"Service"
"177","JFK","BOG","Bogota, Colombia",2012,1,44364,1,0,0,0,5,NA,NA,NA,NA,"Service"
"178","JFK","BOG","Bogota, Colombia",2013,1,44764,1,0,0,0,6,NA,NA,NA,NA,"Service"
"179","JFK","BOG","Bogota, Colombia",2014,1,42682,1,0,0,0,7,NA,NA,NA,NA,"Service"
"180","JFK","BOG","Bogota, Colombia",2015,1,32276,1,1,0,0,8,NA,NA,NA,NA,"Service Terminated"
"181","JFK","BOG","Bogota, Colombia",2019,1,1990,1,0,1,0,1,2015,8,4,2008,"Service Resumed"
"182","JFK","BOG","Bogota, Colombia",2020,1,18641,1,0,0,0,2,NA,NA,NA,NA,"Service"
"183","JFK","BOG","Bogota, Colombia",2021,1,80683,1,0,0,0,3,NA,NA,NA,NA,"Service"
"184","JFK","BOG","Bogota, Colombia",2022,1,73802,1,0,0,0,4,NA,NA,NA,NA,"Service"
"185","JFK","BOG","Bogota, Colombia",2023,1,58401,1,NA,0,0,5,NA,NA,NA,NA,"Service"
"186","JFK","BOM","Mumbai, India",2006,1,16337,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"187","JFK","BOM","Mumbai, India",2007,1,95912,1,0,0,0,2,NA,NA,NA,NA,"Service"
"188","JFK","BOM","Mumbai, India",2008,1,81046,1,1,0,0,3,NA,NA,NA,NA,"Service Terminated"
"189","JFK","BOM","Mumbai, India",2020,1,21018,1,1,1,0,1,2008,3,12,2006,"Service Resumed, then Terminated"
"190","JFK","BRU","Brussels, Belgium",1991,1,9877,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"191","JFK","BRU","Brussels, Belgium",1992,1,52044,1,0,0,0,2,NA,NA,NA,NA,"Service"
"192","JFK","BRU","Brussels, Belgium",1993,1,50917,1,0,0,0,3,NA,NA,NA,NA,"Service"
"193","JFK","BRU","Brussels, Belgium",1994,1,2284,1,1,0,0,4,NA,NA,NA,NA,"Service Terminated"
"194","JFK","BRU","Brussels, Belgium",1996,1,47467,1,0,1,0,1,1994,4,2,1991,"Service Resumed"
"195","JFK","BRU","Brussels, Belgium",1997,1,77518,1,0,0,0,2,NA,NA,NA,NA,"Service"
"196","JFK","BRU","Brussels, Belgium",1998,1,77160,1,0,0,0,3,NA,NA,NA,NA,"Service"
"197","JFK","BRU","Brussels, Belgium",1999,1,71998,1,0,0,0,4,NA,NA,NA,NA,"Service"
"198","JFK","BRU","Brussels, Belgium",2000,1,69770,1,0,0,0,5,NA,NA,NA,NA,"Service"
"199","JFK","BRU","Brussels, Belgium",2001,1,52805,1,0,0,0,6,NA,NA,NA,NA,"Service"
"200","JFK","BRU","Brussels, Belgium",2002,1,66525,1,0,0,0,7,NA,NA,NA,NA,"Service"
"201","JFK","BRU","Brussels, Belgium",2003,1,68219,1,0,0,0,8,NA,NA,NA,NA,"Service"
"202","JFK","BRU","Brussels, Belgium",2004,1,73791,1,0,0,0,9,NA,NA,NA,NA,"Service"
"203","JFK","BRU","Brussels, Belgium",2005,1,73567,1,0,0,0,10,NA,NA,NA,NA,"Service"
"204","JFK","BRU","Brussels, Belgium",2006,1,72428,1,0,0,0,11,NA,NA,NA,NA,"Service"
"205","JFK","BRU","Brussels, Belgium",2007,1,73166,1,0,0,0,12,NA,NA,NA,NA,"Service"
"206","JFK","BRU","Brussels, Belgium",2008,1,64180,1,0,0,0,13,NA,NA,NA,NA,"Service"
"207","JFK","BRU","Brussels, Belgium",2009,1,52959,1,0,0,0,14,NA,NA,NA,NA,"Service"
"208","JFK","BRU","Brussels, Belgium",2010,1,61917,1,0,0,0,15,NA,NA,NA,NA,"Service"
"209","JFK","BRU","Brussels, Belgium",2011,1,59960,1,0,0,0,16,NA,NA,NA,NA,"Service"
"210","JFK","BRU","Brussels, Belgium",2012,1,71693,1,0,0,0,17,NA,NA,NA,NA,"Service"
"211","JFK","BRU","Brussels, Belgium",2013,1,75874,1,0,0,0,18,NA,NA,NA,NA,"Service"
"212","JFK","BRU","Brussels, Belgium",2014,1,73381,1,0,0,0,19,NA,NA,NA,NA,"Service"
"213","JFK","BRU","Brussels, Belgium",2015,1,76248,1,0,0,0,20,NA,NA,NA,NA,"Service"
"214","JFK","BRU","Brussels, Belgium",2016,1,71459,1,0,0,0,21,NA,NA,NA,NA,"Service"
"215","JFK","BRU","Brussels, Belgium",2017,1,73848,1,0,0,0,22,NA,NA,NA,NA,"Service"
"216","JFK","BRU","Brussels, Belgium",2018,1,77277,1,0,0,0,23,NA,NA,NA,NA,"Service"
"217","JFK","BRU","Brussels, Belgium",2019,1,77717,1,0,0,0,24,NA,NA,NA,NA,"Service"
"218","JFK","BRU","Brussels, Belgium",2020,1,16463,1,0,0,0,25,NA,NA,NA,NA,"Service"
"219","JFK","BRU","Brussels, Belgium",2021,1,0,1,0,0,0,26,NA,NA,NA,NA,"Service"
"220","JFK","BRU","Brussels, Belgium",2022,1,54915,1,0,0,0,27,NA,NA,NA,NA,"Service"
"221","JFK","BRU","Brussels, Belgium",2023,1,65462,1,NA,0,0,28,NA,NA,NA,NA,"Service"
"222","JFK","BUD","Budapest, Hungary",1993,1,14240,1,1,NA,1,1,NA,NA,NA,NA,"Service Established, then Terminated"
"223","JFK","BUD","Budapest, Hungary",2006,1,36710,1,0,1,0,1,1993,1,13,1993,"Service Resumed"
"224","JFK","BUD","Budapest, Hungary",2007,1,46390,1,0,0,0,2,NA,NA,NA,NA,"Service"
"225","JFK","BUD","Budapest, Hungary",2008,1,47251,1,0,0,0,3,NA,NA,NA,NA,"Service"
"226","JFK","BUD","Budapest, Hungary",2009,1,47704,1,0,0,0,4,NA,NA,NA,NA,"Service"
"227","JFK","BUD","Budapest, Hungary",2010,1,40803,1,0,0,0,5,NA,NA,NA,NA,"Service"
"228","JFK","BUD","Budapest, Hungary",2011,1,16500,1,1,0,0,6,NA,NA,NA,NA,"Service Terminated"
"229","JFK","CAI","Cairo, Egypt",2001,1,6450,1,1,NA,1,1,NA,NA,NA,NA,"Service Established, then Terminated"
"230","JFK","CAI","Cairo, Egypt",2008,1,29670,1,0,1,0,1,2001,1,7,2001,"Service Resumed"
"231","JFK","CAI","Cairo, Egypt",2009,1,52673,1,0,0,0,2,NA,NA,NA,NA,"Service"
"232","JFK","CAI","Cairo, Egypt",2010,1,64920,1,0,0,0,3,NA,NA,NA,NA,"Service"
"233","JFK","CAI","Cairo, Egypt",2011,1,4514,1,1,0,0,4,NA,NA,NA,NA,"Service Terminated"
"234","JFK","CDG","Paris, France",1997,1,56890,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"235","JFK","CDG","Paris, France",1998,1,76132,1,0,0,0,2,NA,NA,NA,NA,"Service"
"236","JFK","CDG","Paris, France",1999,1,71321,1,0,0,0,3,NA,NA,NA,NA,"Service"
"237","JFK","CDG","Paris, France",2000,1,90944,1,0,0,0,4,NA,NA,NA,NA,"Service"
"238","JFK","CDG","Paris, France",2001,1,74438,1,0,0,0,5,NA,NA,NA,NA,"Service"
"239","JFK","CDG","Paris, France",2002,1,165244,1,0,0,0,6,NA,NA,NA,NA,"Service"
"240","JFK","CDG","Paris, France",2003,1,97747,1,0,0,0,7,NA,NA,NA,NA,"Service"
"241","JFK","CDG","Paris, France",2004,1,125406,1,0,0,0,8,NA,NA,NA,NA,"Service"
"242","JFK","CDG","Paris, France",2005,1,143412,1,0,0,0,9,NA,NA,NA,NA,"Service"
"243","JFK","CDG","Paris, France",2006,1,90838,1,0,0,0,10,NA,NA,NA,NA,"Service"
"244","JFK","CDG","Paris, France",2007,1,74526,1,0,0,0,11,NA,NA,NA,NA,"Service"
"245","JFK","CDG","Paris, France",2008,1,58592,1,1,0,0,12,NA,NA,NA,NA,"Service Terminated"
